id,name,category,homepage,location,recommended_places,recospot,recohome
21,やきとりの一平 本店,肉,https://www.e-ippei.com/grand-menu/,https://maps.app.goo.gl/i926q8YkDTVRU4179,宮の森 楽々温泉,https://maps.app.goo.gl/XKAiUUnzt9hJC9NW6,https://tabiiro.jp/leisure/s/206456-muroran-rakurakumuroran/
22,焼肉居酒屋いただき,肉,https://yakiniku-izakaya-itadaki.com/?utm_source=google&utm_medium=map,https://maps.app.goo.gl/dJhqq2JchbYp7qP58,宮の森 楽々温泉,https://maps.app.goo.gl/XKAiUUnzt9hJC9NW6,https://tabiiro.jp/leisure/s/206456-muroran-rakurakumuroran/
23,まじ亭,肉,https://www.bing.com/ck/a?!&&p=b56d9b316891ddcebc57999c165ccfa0344700e0b7d70aa8bab09199c6476820JmltdHM9MTczNjg5OTIwMA&ptn=3&ver=2&hsh=4&fclid=2607bec4-93db-6f15-2187-aff392316e49&psq=%e3%81%be%e3%81%98%e4%ba%ad+%e5%ae%a4%e8%98%ad&u=a1aHR0cHM6Ly90YWJlbG9nLmNvbS9ob2trYWlkby9BMDEwOC9BMDEwODAzLzEwMjAyOTQvP21zb2NraWQ9MjYwN2JlYzQ5M2RiNmYxNTIxODdhZmYzOTIzMTZlNDk&ntb=1,https://maps.app.goo.gl/6cEdGhwYLzTFsVQK7,宮の森 楽々温泉,https://maps.app.goo.gl/XKAiUUnzt9hJC9NW6,https://tabiiro.jp/leisure/s/206456-muroran-rakurakumuroran/
24,肉鍋 乃ざ喜,肉,https://www.instagram.com/nozaki1949/,https://maps.app.goo.gl/2xEpLoXJjLB9wShRA,むろらん温泉 ゆらら,https://maps.app.goo.gl/AQAQeUVCtx5nFT8U7,http://www.circle-city.ne.jp/yurara/
25,新羅館,肉,https://www.bing.com/ck/a?!&&p=ea6d08b58c3ffdad0566f92bc6d3263ab7de4264343d257298c7ad6ab595383dJmltdHM9MTczNjg5OTIwMA&ptn=3&ver=2&hsh=4&fclid=2607bec4-93db-6f15-2187-aff392316e49&psq=%e6%96%b0%e7%be%85%e9%a4%a8+%e5%ae%a4%e8%98%ad&u=a1aHR0cHM6Ly90YWJlbG9nLmNvbS9ob2trYWlkby9BMDEwOC9BMDEwODAzLzEwMTI0NTkvP21zb2NraWQ9MjYwN2JlYzQ5M2RiNmYxNTIxODdhZmYzOTIzMTZlNDk&ntb=1,https://maps.app.goo.gl/m92p2MMFZqgbku4p7,むろらん温泉 ゆらら,https://maps.app.goo.gl/AQAQeUVCtx5nFT8U7,http://www.circle-city.ne.jp/yurara/
26,THE LAMP ROOM CAFﾉ,軽食,https://tabelog.com/hokkaido/A0108/A010803/1073644/,https://www.google.com/maps/d/viewer?mid=1qOVBnvYFo92NqgpxxWFQ7HffDQb8iUo&ll=42.34674620000001%2C141.0328872&z=11,イタンキ浜,https://maps.app.goo.gl/HwsLrkfou72yHBSa7,https://www.bing.com/ck/a?!&&p=2b5e3ae02e5f2ae302ce1ae20c933dd1ec4da8810747e56851b0b5f6e79f1d59JmltdHM9MTczNjg5OTIwMA&ptn=3&ver=2&hsh=4&fclid=2607bec4-93db-6f15-2187-aff392316e49&psq=%e5%ae%a4%e8%98%ad+%e3%82%a4%e3%82%bf%e3%83%b3%e3%82%ad%e6%b5%9c&u=a1aHR0cDovL211cm8ta2Fua28uY29tL3Zpc2l0L2l0YW5raWhhbWEuaHRtbA&ntb=1
27,CAFE FUKUROU,軽食,https://www.facebook.com/CAFE-Fukurou-1812172089005561/?ref=pages_you_manage,https://maps.app.goo.gl/7dcSPiEq6Rf8YPkk9,イタンキ浜,https://maps.app.goo.gl/HwsLrkfou72yHBSa7,https://www.bing.com/ck/a?!&&p=2b5e3ae02e5f2ae302ce1ae20c933dd1ec4da8810747e56851b0b5f6e79f1d59JmltdHM9MTczNjg5OTIwMA&ptn=3&ver=2&hsh=4&fclid=2607bec4-93db-6f15-2187-aff392316e49&psq=%e5%ae%a4%e8%98%ad+%e3%82%a4%e3%82%bf%e3%83%b3%e3%82%ad%e6%b5%9c&u=a1aHR0cDovL211cm8ta2Fua28uY29tL3Zpc2l0L2l0YW5raWhhbWEuaHRtbA&ntb=1
28,洒落人,軽食,https://www.bing.com/ck/a?!&&p=bde0b18b4b2cd71ae1a3b5c77b2b63ff51947a18b6169c44916ed4efc03fd79dJmltdHM9MTczNjg5OTIwMA&ptn=3&ver=2&hsh=4&fclid=2607bec4-93db-6f15-2187-aff392316e49&psq=%e5%ae%a4%e8%98%ad+%e6%b4%92%e8%90%bd%e4%ba%ba&u=a1aHR0cHM6Ly90YWJlbG9nLmNvbS9ob2trYWlkby9BMDEwOC9BMDEwODAzLzEwMTU3MzIvP21zb2NraWQ9MjYwN2JlYzQ5M2RiNmYxNTIxODdhZmYzOTIzMTZlNDk&ntb=1,https://maps.app.goo.gl/hwgBqbEMeh49DX8P7,イタンキ浜,https://maps.app.goo.gl/HwsLrkfou72yHBSa7,https://www.bing.com/ck/a?!&&p=2b5e3ae02e5f2ae302ce1ae20c933dd1ec4da8810747e56851b0b5f6e79f1d59JmltdHM9MTczNjg5OTIwMA&ptn=3&ver=2&hsh=4&fclid=2607bec4-93db-6f15-2187-aff392316e49&psq=%e5%ae%a4%e8%98%ad+%e3%82%a4%e3%82%bf%e3%83%b3%e3%82%ad%e6%b5%9c&u=a1aHR0cDovL211cm8ta2Fua28uY29tL3Zpc2l0L2l0YW5raWhhbWEuaHRtbA&ntb=1
29,カフェ英国館,軽食,https://www.bing.com/ck/a?!&&p=31b9c224acdf26ecf9532e6e3c629e366551868fb480c5acce73551bb11efd2fJmltdHM9MTczNjg5OTIwMA&ptn=3&ver=2&hsh=4&fclid=2607bec4-93db-6f15-2187-aff392316e49&psq=%e5%ae%a4%e8%98%ad+%e8%8b%b1%e5%9b%bd%e9%a4%a8&u=a1aHR0cHM6Ly90YWJlbG9nLmNvbS9ob2trYWlkby9BMDEwOC9BMDEwODAzLzEwMTk4NDgvP21zb2NraWQ9MjYwN2JlYzQ5M2RiNmYxNTIxODdhZmYzOTIzMTZlNDk&ntb=1,https://maps.app.goo.gl/QME2HUA5oiqNNJvj7,旧室蘭駅舎,https://maps.app.goo.gl/sQGZbt2rDufM7VubA,https://www.bing.com/ck/a?!&&p=236ca53b74337ddbb69e2fdfb1b2d0c46c67eafb501c9a431ddb1217dd6d9c86JmltdHM9MTczNjg5OTIwMA&ptn=3&ver=2&hsh=4&fclid=2607bec4-93db-6f15-2187-aff392316e49&psq=%e6%97%a7%e5%ae%a4%e8%98%ad%e9%a7%85%e8%88%8e&u=a1aHR0cHM6Ly93d3cuY2l0eS5tdXJvcmFuLmxnLmpwL2FkbWluaXN0cmF0aW9uLz9jb250ZW50PTE1Mzk&ntb=1
30,すずや,軽食,https://www.bing.com/ck/a?!&&p=0b2a9ea8128e10bc7f67ab7c703a185e828f6d337b77c4d6abe67a06ba4fc548JmltdHM9MTczNjg5OTIwMA&ptn=3&ver=2&hsh=4&fclid=2607bec4-93db-6f15-2187-aff392316e49&psq=%e5%ae%a4%e8%98%ad+%e3%81%99%e3%81%9a%e3%82%84&u=a1aHR0cHM6Ly90YWJlbG9nLmNvbS9ob2trYWlkby9BMDEwOC9BMDEwODAzLzEwMTk2MTAvP21zb2NraWQ9MjYwN2JlYzQ5M2RiNmYxNTIxODdhZmYzOTIzMTZlNDk&ntb=1,https://maps.app.goo.gl/BB6drtsYQVSNEgxd9,旧室蘭駅舎,https://maps.app.goo.gl/sQGZbt2rDufM7VubA,https://www.bing.com/ck/a?!&&p=236ca53b74337ddbb69e2fdfb1b2d0c46c67eafb501c9a431ddb1217dd6d9c86JmltdHM9MTczNjg5OTIwMA&ptn=3&ver=2&hsh=4&fclid=2607bec4-93db-6f15-2187-aff392316e49&psq=%e6%97%a7%e5%ae%a4%e8%98%ad%e9%a7%85%e8%88%8e&u=a1aHR0cHM6Ly93d3cuY2l0eS5tdXJvcmFuLmxnLmpwL2FkbWluaXN0cmF0aW9uLz9jb250ZW50PTE1Mzk&ntb=1
31,やきとりの一平 本店,居酒屋,https://www.e-ippei.com/grand-menu/,https://maps.app.goo.gl/i926q8YkDTVRU4179,宮の森 楽々温泉,https://maps.app.goo.gl/XKAiUUnzt9hJC9NW6,https://tabiiro.jp/leisure/s/206456-muroran-rakurakumuroran/
32,室蘭串揚げ 中島一丁目商店,居酒屋,https://nakajimaittyoumesyouten.com/,https://maps.app.goo.gl/Q5CWQaBN64xL9mh37,宮の森 楽々温泉,https://maps.app.goo.gl/XKAiUUnzt9hJC9NW6,https://tabiiro.jp/leisure/s/206456-muroran-rakurakumuroran/
33,鳥辰 中島店,居酒屋,https://murocci.or.jp/nakajima/04/,https://maps.app.goo.gl/o8JFRcNid5RR2gPk9,宮の森 楽々温泉,https://maps.app.goo.gl/XKAiUUnzt9hJC9NW6,https://tabiiro.jp/leisure/s/206456-muroran-rakurakumuroran/
34,小舟,居酒屋,https://www.bing.com/ck/a?!&&p=1876074f1175f11a81f5dccdec7acedb7f27bd2311efd66f66864a5a6250b9d5JmltdHM9MTczNjg5OTIwMA&ptn=3&ver=2&hsh=4&fclid=2607bec4-93db-6f15-2187-aff392316e49&psq=%e5%b0%8f%e8%88%9f+%e5%ae%a4%e8%98%ad&u=a1aHR0cHM6Ly90YWJlbG9nLmNvbS9ob2trYWlkby9BMDEwOC9BMDEwODAzLzEwMTg5NDAvP21zb2NraWQ9MjYwN2JlYzQ5M2RiNmYxNTIxODdhZmYzOTIzMTZlNDk&ntb=1,https://maps.app.goo.gl/52T8YQxiZyatniaD8,むろらん温泉 ゆらら,https://maps.app.goo.gl/AQAQeUVCtx5nFT8U7,http://www.circle-city.ne.jp/yurara/
35,鳥辰 本店,居酒屋,http://www3.plala.or.jp/toritatuhonntenn/,https://maps.app.goo.gl/RmzZqAd7FtJsEKwD6,なかよし 中央町支店,https://maps.app.goo.gl/HbUaipKYCmF3NDiQ9,http://ww4.et.tiki.ne.jp/~nakayosiirie/tyuoh.html
36,肉鍋 乃ざ喜,がっつり,https://www.instagram.com/nozaki1949/,https://maps.app.goo.gl/2xEpLoXJjLB9wShRA,むろらん温泉 ゆらら,https://maps.app.goo.gl/AQAQeUVCtx5nFT8U7,http://www.circle-city.ne.jp/yurara/
37,ラーメン初代好基,がっつり,https://twitter.com/syodaiyoshimoto,https://maps.app.goo.gl/9byEikPDaLFG2gii7,sunday pool coffee,https://demae-can.com/shop/menu/3398117/,https://maps.app.goo.gl/ngHR9CC3fzfM5wbCA
38,焼肉居酒屋いただき,がっつり,https://yakiniku-izakaya-itadaki.com/?utm_source=google&utm_medium=map,https://maps.app.goo.gl/dJhqq2JchbYp7qP58,宮の森 楽々温泉,https://maps.app.goo.gl/XKAiUUnzt9hJC9NW6,https://tabiiro.jp/leisure/s/206456-muroran-rakurakumuroran/
39,ビアキャビン,がっつり,https://www.nikkokutrust.com/hokkaido/beercabin/index.html,https://maps.app.goo.gl/rcd5yeskRpLmDUxW9,スターバックス コーヒー 室蘭店,https://maps.app.goo.gl/CuneLRT6niTk35Lj6,https://store.starbucks.co.jp/detail-4295/?utm_source=GMB&utm_medium=organic&utm_campaign=store&utm_content=4295
40,やきとりの一平 本店,がっつり,https://www.e-ippei.com/grand-menu/,https://maps.app.goo.gl/i926q8YkDTVRU4179,宮の森 楽々温泉,https://maps.app.goo.gl/XKAiUUnzt9hJC9NW6,https://tabiiro.jp/leisure/s/206456-muroran-rakurakumuroran/
